;First Name;Last Name;Date;Iteration;Row Type;Iter Number;Power1;Speed1;Speed2;Electricity;Effort;Weight;Torque
24303; Person; Human; end of time;2804;Average;509;471;821;687;200;152;317;502
24304; Person; Human; end of time;2804;Maximum;816;876;793;169;969;189;340;756
24305; Person; Human; end of time;2804;Std.Dev.;506;735;833;577;858;241;145;26
24306; Person; Human; end of time;2804;Total;259;-;-;-;-;436;29;612
24308; Person; Human; end of time;2805;Iter;1;28;875;134;98;305;101;273
24309; Person; Human; end of time;2805;Average;120;313;837;65;591;380;981;518
24310; Person; Human; end of time;2805;Maximum;163;368;137;477;301;535;732;21
24311; Person; Human; end of time;2805;Std.Dev.;181;972;512;936;242;198;914;398
24312; Person; Human; end of time;2805;Total;644;-;-;-;-;800;318;614
24314; Person; Human; end of time;2806;Iter;1;700;916;452;157;680;234;768
24315; Person; Human; end of time;2806;Iter;2;616;687;106;537;169;253;102
24316; Person; Human; end of time;2806;Average;485;185;935;871;322;807;141;392
24317; Person; Human; end of time;2806;Maximum;131;390;635;838;9;635;79;227
24318; Person; Human; end of time;2806;Std.Dev.;631;872;997;324;171;334;272;689
24319; Person; Human; end of time;2806;Total;735;-;-;-;-;619;454;204
24321; Person; Human; end of time;2807;Iter;1;180;179;229;355;972;415;196
24322; Person; Human; end of time;2807;Average;267;964;890;629;837;171;208;438
24323; Person; Human; end of time;2807;Maximum;321;912;370;14;671;294;842;53
24324; Person; Human; end of time;2807;Std.Dev.;990;39;384;727;124;608;698;110
24325; Person; Human; end of time;2807;Total;817;-;-;-;-;789;710;990
24327; Person; Human; end of time;2808;Iter;1;92;543;456;26;391;383;727
24328; Person; Human; end of time;2808;Average;227;615;645;648;649;99;241;661
24329; Person; Human; end of time;2808;Maximum;910;697;666;290;257;371;939;890
24330; Person; Human; end of time;2808;Std.Dev.;369;367;523;212;264;360;151;274
24331; Person; Human; end of time;2808;Total;368;-;-;-;-;514;166;704
24333; Person; Human; end of time;2809;Iter;1;215;597;332;551;656;251;438
24334; Person; Human; end of time;2809;Iter;2;859;654;816;491;826;195;496
24335; Person; Human; end of time;2809;Average;42;999;459;625;158;821;245;232
24336; Person; Human; end of time;2809;Maximum;87;852;92;156;142;324;311;225
24337; Person; Human; end of time;2809;Std.Dev.;116;189;895;680;616;150;526;627
24338; Person; Human; end of time;2809;Total;558;-;-;-;-;663;978;564
24340; Person; Human; end of time;2810;Iter;1;609;395;699;672;180;698;986
24341; Person; Human; end of time;2810;Average;566;408;152;586;930;208;555;899
24342; Person; Human; end of time;2810;Maximum;105;299;961;698;481;164;433;681
24343; Person; Human; end of time;2810;Std.Dev.;266;477;959;449;888;609;317;803
24344; Person; Human; end of time;2810;Total;123;-;-;-;-;392;399;213
24346; Person; Human; end of time;2811;Iter;1;243;219;719;775;891;719;428
24347; Person; Human; end of time;2811;Iter;2;195;304;543;142;693;413;79
24348; Person; Human; end of time;2811;Average;205;53;494;919;808;144;318;768
24349; Person; Human; end of time;2811;Maximum;839;489;944;385;836;453;510;696
24350; Person; Human; end of time;2811;Std.Dev.;786;385;503;796;580;741;705;674
24351; Person; Human; end of time;2811;Total;267;-;-;-;-;56;446;304
24353; Person; Human; end of time;2812;Iter;1;842;882;576;847;174;517;760
24354; Person; Human; end of time;2812;Iter;2;624;861;139;751;545;950;581
24355; Person; Human; end of time;2812;Iter;3;705;112;466;563;289;925;459
24356; Person; Human; end of time;2812;Iter;4;568;93;555;418;29;595;710
24357; Person; Human; end of time;2812;Iter;5;333;69;26;832;711;535;168
24358; Person; Human; end of time;2812;Iter;6;115;347;273;997;284;99;802
24359; Person; Human; end of time;2812;Average;56;794;104;55;75;405;80;300
24360; Person; Human; end of time;2812;Maximum;395;38;584;218;626;950;186;72
24361; Person; Human; end of time;2812;Std.Dev.;946;550;646;47;120;425;507;183
24362; Person; Human; end of time;2812;Total;678;-;-;-;-;1;705;875
24364; Person; Human; end of time;2813;Iter;1;42;137;933;911;541;801;722
24365; Person; Human; end of time;2813;Iter;2;974;931;557;567;423;545;698
24366; Person; Human; end of time;2813;Iter;3;539;259;310;56;402;724;705
24367; Person; Human; end of time;2813;Average;414;122;726;66;597;178;494;643
24368; Person; Human; end of time;2813;Maximum;189;825;731;920;267;504;855;531
24369; Person; Human; end of time;2813;Std.Dev.;963;613;337;954;369;91;899;402
24370; Person; Human; end of time;2813;Total;560;-;-;-;-;525;525;358
24372; Person; Human; end of time;2814;Iter;1;147;108;22;241;495;17;525
24373; Person; Human; end of time;2814;Iter;2;487;291;930;762;275;58;838
24374; Person; Human; end of time;2814;Iter;3;379;502;707;765;257;773;954
24375; Person; Human; end of time;2814;Iter;4;726;591;16;93;215;881;596
24376; Person; Human; end of time;2814;Average;611;423;477;156;416;519;341;818
24377; Person; Human; end of time;2814;Maximum;770;406;26;316;687;378;683;516
24378; Person; Human; end of time;2814;Std.Dev.;76;882;349;455;489;648;396;237
24379; Person; Human; end of time;2814;Total;112;-;-;-;-;38;163;545
24381; Person; Human; end of time;2815;Iter;1;343;79;434;240;194;331;446
24382; Person; Human; end of time;2815;Iter;2;979;124;672;965;614;649;79
24383; Person; Human; end of time;2815;Iter;3;767;20;843;484;472;807;147
24384; Person; Human; end of time;2815;Average;752;130;767;754;600;444;965;91
24385; Person; Human; end of time;2815;Maximum;845;742;357;106;508;45;331;11
24386; Person; Human; end of time;2815;Std.Dev.;121;804;795;709;337;850;794;380
24387; Person; Human; end of time;2815;Total;920;-;-;-;-;686;351;158
24389; Person; Human; end of time;2816;Iter;1;261;541;185;586;903;484;728
24390; Person; Human; end of time;2816;Iter;2;484;380;391;281;346;854;734
24391; Person; Human; end of time;2816;Iter;3;521;829;865;356;687;182;965
24392; Person; Human; end of time;2816;Iter;4;676;622;104;780;772;453;692
24393; Person; Human; end of time;2816;Average;698;162;369;320;88;405;718;816
24394; Person; Human; end of time;2816;Maximum;542;446;956;312;601;460;210;337
24395; Person; Human; end of time;2816;Std.Dev.;881;657;283;657;755;18;222;920
24396; Person; Human; end of time;2816;Total;82;-;-;-;-;343;10;57
24398; Person; Human; end of time;2817;Iter;1;451;439;629;136;217;413;68
24399; Person; Human; end of time;2817;Iter;2;828;948;373;913;686;690;72
24400; Person; Human; end of time;2817;Iter;3;962;474;4;433;768;932;122
24401; Person; Human; end of time;2817;Average;672;309;47;439;304;678;367;581
24402; Person; Human; end of time;2817;Maximum;331;206;374;513;243;345;888;716
24403; Person; Human; end of time;2817;Std.Dev.;810;235;870;611;710;442;145;560
24404; Person; Human; end of time;2817;Total;95;-;-;-;-;693;901;510
24406; Person; Human; end of time;2818;Iter;1;789;489;958;471;274;16;869
24407; Person; Human; end of time;2818;Iter;2;489;536;876;641;182;572;202
24408; Person; Human; end of time;2818;Iter;3;751;414;136;464;934;161;813
24409; Person; Human; end of time;2818;Average;445;170;920;775;755;379;761;131
24410; Person; Human; end of time;2818;Maximum;712;310;892;472;782;768;882;86
24411; Person; Human; end of time;2818;Std.Dev.;774;160;743;294;229;483;373;855
24412; Person; Human; end of time;2818;Total;893;-;-;-;-;381;41;367
24414; Person; Human; end of time;2819;Iter;1;462;30;714;768;597;133;292
24415; Person; Human; end of time;2819;Iter;2;935;396;799;410;810;812;477
24416; Person; Human; end of time;2819;Iter;3;690;840;124;46;408;443;945
24417; Person; Human; end of time;2819;Average;453;921;105;165;694;591;853;651
24418; Person; Human; end of time;2819;Maximum;568;245;622;213;752;620;373;173
24419; Person; Human; end of time;2819;Std.Dev.;337;251;690;619;887;866;969;810
24420; Person; Human; end of time;2819;Total;58;-;-;-;-;46;392;172
24422; Person; Human; end of time;2820;Iter;1;899;659;777;980;565;157;543
24423; Person; Human; end of time;2820;Iter;2;204;382;597;444;888;591;430
24424; Person; Human; end of time;2820;Iter;3;900;497;685;151;417;824;665
24425; Person; Human; end of time;2820;Iter;4;303;535;747;637;889;720;212
24426; Person; Human; end of time;2820;Iter;5;532;272;331;335;73;882;873
24427; Person; Human; end of time;2820;Average;130;452;388;211;851;131;970;540
24428; Person; Human; end of time;2820;Maximum;907;604;952;507;172;148;727;647
24429; Person; Human; end of time;2820;Std.Dev.;126;666;76;799;790;57;571;126
24430; Person; Human; end of time;2820;Total;62;-;-;-;-;793;456;664
24432; Person; Human; end of time;2821;Iter;1;538;469;963;865;531;263;751
24433; Person; Human; end of time;2821;Iter;2;922;712;226;601;576;89;255
24434; Person; Human; end of time;2821;Iter;3;83;633;286;612;870;374;631
24435; Person; Human; end of time;2821;Average;509;427;739;863;307;892;262;611
24436; Person; Human; end of time;2821;Maximum;618;204;369;472;424;384;443;136
24437; Person; Human; end of time;2821;Std.Dev.;269;740;39;30;589;413;104;150
24438; Person; Human; end of time;2821;Total;534;-;-;-;-;426;85;449
24440; Person; Human; end of time;2822;Iter;1;943;130;777;226;250;625;588
24441; Person; Human; end of time;2822;Average;126;675;705;82;318;839;802;21
24442; Person; Human; end of time;2822;Maximum;18;354;334;467;443;347;162;559
24443; Person; Human; end of time;2822;Std.Dev.;440;426;821;301;588;195;595;97
24444; Person; Human; end of time;2822;Total;201;-;-;-;-;707;234;552
24446; Person; Human; end of time;2823;Iter;1;302;23;602;494;681;518;473
24447; Person; Human; end of time;2823;Average;612;466;858;113;943;269;124;425
24448; Person; Human; end of time;2823;Maximum;527;597;850;341;408;100;658;27
24449; Person; Human; end of time;2823;Std.Dev.;820;823;495;570;330;818;843;387
24450; Person; Human; end of time;2823;Total;564;-;-;-;-;937;538;340
24452; Person; Human; end of time;2824;Iter;1;281;663;968;578;10;908;5
24453; Person; Human; end of time;2824;Average;734;185;825;565;501;393;123;804
24454; Person; Human; end of time;2824;Maximum;917;852;768;807;940;924;884;600
24455; Person; Human; end of time;2824;Std.Dev.;1;335;673;983;325;413;219;450
24456; Person; Human; end of time;2824;Total;908;-;-;-;-;828;259;528
24458; Person; Human; end of time;2825;Iter;1;498;236;743;272;861;815;327
24459; Person; Human; end of time;2825;Average;465;310;704;233;369;815;809;809
24460; Person; Human; end of time;2825;Maximum;803;130;32;526;819;7;330;941
24461; Person; Human; end of time;2825;Std.Dev.;323;960;930;482;676;930;281;874
24462; Person; Human; end of time;2825;Total;882;-;-;-;-;644;428;257
24464; Person; Human; end of time;2826;Iter;1;664;835;338;641;583;386;497
24465; Person; Human; end of time;2826;Average;977;481;565;725;157;970;708;576
24466; Person; Human; end of time;2826;Maximum;186;895;680;31;773;65;701;95
24467; Person; Human; end of time;2826;Std.Dev.;602;310;985;280;577;563;962;278
24468; Person; Human; end of time;2826;Total;750;-;-;-;-;200;433;295
24470; Person; Human; end of time;2827;Iter;1;218;929;569;278;266;934;206
24471; Person; Human; end of time;2827;Average;501;476;505;577;698;716;959;493
24472; Person; Human; end of time;2827;Maximum;64;671;146;383;349;661;989;841
24473; Person; Human; end of time;2827;Std.Dev.;177;199;583;312;50;185;887;441
24474; Person; Human; end of time;2827;Total;204;-;-;-;-;152;77;719
24476; Person; Human; end of time;2828;Iter;1;72;944;971;19;85;292;845
24477; Person; Human; end of time;2828;Average;827;310;741;215;960;611;611;284
24478; Person; Human; end of time;2828;Maximum;727;164;916;948;956;154;590;180
24479; Person; Human; end of time;2828;Std.Dev.;524;713;943;698;941;514;501;528
24480; Person; Human; end of time;2828;Total;819;-;-;-;-;268;470;225
24482; Person; Human; end of time;2829;Iter;1;548;898;43;150;586;307;840
24483; Person; Human; end of time;2829;Average;257;685;895;578;923;153;43;152
24484; Person; Human; end of time;2829;Maximum;552;419;660;179;383;562;22;967
24485; Person; Human; end of time;2829;Std.Dev.;303;96;897;199;910;458;475;696
24486; Person; Human; end of time;2829;Total;542;-;-;-;-;110;81;954
24488; Person; Human; end of time;2830;Iter;1;469;373;586;334;12;415;752
24489; Person; Human; end of time;2830;Average;171;583;1;503;785;678;401;815
24490; Person; Human; end of time;2830;Maximum;117;225;831;65;929;820;407;482
24491; Person; Human; end of time;2830;Std.Dev.;700;1000;738;930;979;546;829;841
24492; Person; Human; end of time;2830;Total;501;-;-;-;-;238;321;524
24494; Person; Human; end of time;2831;Iter;1;52;311;339;920;711;324;264
24495; Person; Human; end of time;2831;Average;231;60;633;30;447;863;323;303
24496; Person; Human; end of time;2831;Maximum;733;798;454;635;380;387;699;584
24497; Person; Human; end of time;2831;Std.Dev.;27;870;950;716;559;761;121;69
24498; Person; Human; end of time;2831;Total;770;-;-;-;-;914;764;593
24500; Person; Human; end of time;2832;Iter;1;933;592;811;651;722;496;414
24501; Person; Human; end of time;2832;Average;756;595;469;269;227;713;677;83
24502; Person; Human; end of time;2832;Maximum;81;559;229;736;584;321;976;600
24503; Person; Human; end of time;2832;Std.Dev.;402;235;769;312;705;920;970;805
24504; Person; Human; end of time;2832;Total;603;-;-;-;-;285;401;275
24506; Person; Human; end of time;2833;Iter;1;944;508;36;246;53;132;40
24507; Person; Human; end of time;2833;Average;752;350;189;455;345;817;916;318
24508; Person; Human; end of time;2833;Maximum;30;444;165;772;381;333;136;611
24509; Person; Human; end of time;2833;Std.Dev.;820;353;30;259;803;106;869;941
24510; Person; Human; end of time;2833;Total;837;-;-;-;-;694;298;808
24512; Person; Human; end of time;2834;Iter;1;774;942;283;675;610;194;673
24513; Person; Human; end of time;2834;Average;141;721;668;65;511;96;424;193
24514; Person; Human; end of time;2834;Maximum;854;879;731;752;225;181;275;60
24515; Person; Human; end of time;2834;Std.Dev.;269;665;769;72;377;234;268;708
24516; Person; Human; end of time;2834;Total;97;-;-;-;-;424;745;201
24518; Person; Human; end of time;2835;Iter;1;645;591;513;175;678;489;871
24519; Person; Human; end of time;2835;Average;35;951;483;334;744;838;696;199
24520; Person; Human; end of time;2835;Maximum;959;859;797;113;391;744;40;249
24521; Person; Human; end of time;2835;Std.Dev.;985;826;798;664;31;259;3;115
24522; Person; Human; end of time;2835;Total;271;-;-;-;-;85;828;371
24524; Person; Human; end of time;2836;Iter;1;489;105;224;528;298;415;131
24525; Person; Human; end of time;2836;Average;664;966;588;76;465;67;957;426
24526; Person; Human; end of time;2836;Maximum;134;990;334;664;109;845;594;154
24527; Person; Human; end of time;2836;Std.Dev.;156;74;146;271;828;527;888;32
24528; Person; Human; end of time;2836;Total;593;-;-;-;-;132;366;932
24530; Person; Human; end of time;2837;Iter;1;791;789;25;920;864;412;766
24531; Person; Human; end of time;2837;Average;571;957;36;600;704;504;379;563
24532; Person; Human; end of time;2837;Maximum;895;570;186;571;334;427;534;834
24533; Person; Human; end of time;2837;Std.Dev.;484;829;966;779;959;275;204;160
24534; Person; Human; end of time;2837;Total;678;-;-;-;-;868;21;77
24536; Person; Human; end of time;2838;Iter;1;371;441;329;635;699;75;101
24537; Person; Human; end of time;2838;Average;590;388;621;126;927;589;689;837
24538; Person; Human; end of time;2838;Maximum;535;950;654;314;800;981;237;944
24539; Person; Human; end of time;2838;Std.Dev.;698;441;766;758;348;375;935;870
24540; Person; Human; end of time;2838;Total;197;-;-;-;-;585;91;698
24542; Person; Human; end of time;2839;Iter;1;30;146;879;355;311;513;375
24543; Person; Human; end of time;2839;Average;493;263;382;296;166;702;297;979
24544; Person; Human; end of time;2839;Maximum;535;348;447;731;970;952;664;201
24545; Person; Human; end of time;2839;Std.Dev.;851;979;133;141;121;778;601;975
24546; Person; Human; end of time;2839;Total;794;-;-;-;-;284;153;508
24548; Person; Human; end of time;2840;Iter;1;782;152;537;894;977;280;748
24549; Person; Human; end of time;2840;Average;637;42;227;214;463;409;32;267
24550; Person; Human; end of time;2840;Maximum;922;897;660;115;614;606;781;100
24551; Person; Human; end of time;2840;Std.Dev.;635;341;414;279;147;96;919;565
24552; Person; Human; end of time;2840;Total;52;-;-;-;-;400;965;179
24554; Person; Human; end of time;2841;Iter;1;957;23;426;406;904;659;177
24555; Person; Human; end of time;2841;Average;420;87;435;357;831;477;515;760
24556; Person; Human; end of time;2841;Maximum;576;289;608;221;816;31;49;659
24557; Person; Human; end of time;2841;Std.Dev.;848;828;103;187;844;457;334;448
24558; Person; Human; end of time;2841;Total;228;-;-;-;-;9;715;142
24560; Person; Human; end of time;2842;Iter;1;985;384;339;469;696;512;351
24561; Person; Human; end of time;2842;Iter;2;373;586;489;121;776;99;259
24562; Person; Human; end of time;2842;Iter;3;895;940;299;148;182;456;345
24563; Person; Human; end of time;2842;Average;945;491;6;55;572;851;359;523
24564; Person; Human; end of time;2842;Maximum;442;401;492;557;280;818;83;683
24565; Person; Human; end of time;2842;Std.Dev.;70;489;382;946;666;374;514;909
24566; Person; Human; end of time;2842;Total;353;-;-;-;-;58;403;494
24568; Person; Human; end of time;2843;Iter;1;644;828;206;718;993;386;844
24569; Person; Human; end of time;2843;Iter;2;130;933;464;857;967;830;472
24570; Person; Human; end of time;2843;Iter;3;548;707;383;52;652;324;730
24571; Person; Human; end of time;2843;Iter;4;527;332;691;126;230;826;251
24572; Person; Human; end of time;2843;Average;586;451;800;920;396;190;762;355
24573; Person; Human; end of time;2843;Maximum;662;173;284;754;872;478;760;551
24574; Person; Human; end of time;2843;Std.Dev.;705;724;24;839;655;66;250;342
24575; Person; Human; end of time;2843;Total;629;-;-;-;-;573;363;684
24577; Person; Human; end of time;2844;Iter;1;95;52;723;494;884;211;135
24578; Person; Human; end of time;2844;Iter;2;407;449;906;885;961;968;90
24579; Person; Human; end of time;2844;Iter;3;371;14;963;269;41;204;436
24580; Person; Human; end of time;2844;Iter;4;602;63;334;857;434;327;850
24581; Person; Human; end of time;2844;Average;51;578;855;936;586;661;772;166
24582; Person; Human; end of time;2844;Maximum;757;527;306;146;94;961;777;835
24583; Person; Human; end of time;2844;Std.Dev.;138;597;57;108;752;120;239;294
24584; Person; Human; end of time;2844;Total;598;-;-;-;-;912;798;451
24586; Person; Human; end of time;2845;Iter;1;504;878;503;487;61;568;738
24587; Person; Human; end of time;2845;Iter;2;206;104;692;117;624;245;58
24588; Person; Human; end of time;2845;Iter;3;643;525;249;868;771;846;167
24589; Person; Human; end of time;2845;Iter;4;699;857;515;263;242;373;45
24590; Person; Human; end of time;2845;Average;321;523;324;268;101;727;212;624
24591; Person; Human; end of time;2845;Maximum;703;453;929;622;207;131;884;330
24592; Person; Human; end of time;2845;Std.Dev.;804;750;629;385;42;125;412;835
24593; Person; Human; end of time;2845;Total;369;-;-;-;-;716;388;826
24595; Person; Human; end of time;2846;Iter;1;795;685;615;607;488;58;405
24596; Person; Human; end of time;2846;Iter;2;826;422;549;751;26;876;303
24597; Person; Human; end of time;2846;Iter;3;126;673;333;990;534;259;429
24598; Person; Human; end of time;2846;Average;115;261;189;614;704;326;106;4
24599; Person; Human; end of time;2846;Maximum;818;795;218;452;441;317;483;928
24600; Person; Human; end of time;2846;Std.Dev.;226;899;434;723;28;364;104;727
24601; Person; Human; end of time;2846;Total;788;-;-;-;-;884;158;558
24603; Person; Human; end of time;2847;Iter;1;5;637;49;945;554;123;72
24604; Person; Human; end of time;2847;Average;754;450;677;821;839;911;639;198
24605; Person; Human; end of time;2847;Maximum;375;881;756;481;498;430;481;785
24606; Person; Human; end of time;2847;Std.Dev.;119;328;446;387;533;935;343;181
24607; Person; Human; end of time;2847;Total;299;-;-;-;-;971;757;415
24609; Person; Human; end of time;2848;Iter;1;358;189;341;883;70;322;206
24610; Person; Human; end of time;2848;Average;455;699;627;826;105;859;960;394
24611; Person; Human; end of time;2848;Maximum;469;532;757;117;900;94;937;407
24612; Person; Human; end of time;2848;Std.Dev.;339;710;923;271;360;582;94;146
24613; Person; Human; end of time;2848;Total;212;-;-;-;-;206;7;544
24615; Person; Human; end of time;2849;Iter;1;754;217;317;514;403;948;18
24616; Person; Human; end of time;2849;Average;5;52;969;651;684;809;234;60
24617; Person; Human; end of time;2849;Maximum;683;532;896;622;895;405;272;300
24618; Person; Human; end of time;2849;Std.Dev.;339;116;409;88;816;642;274;802
24619; Person; Human; end of time;2849;Total;474;-;-;-;-;644;493;237
24621; Person; Human; end of time;2850;Iter;1;568;197;349;152;222;214;2
24622; Person; Human; end of time;2850;Average;71;506;203;815;157;548;486;811
24623; Person; Human; end of time;2850;Maximum;479;71;104;871;377;687;449;788
24624; Person; Human; end of time;2850;Std.Dev.;82;216;436;972;856;674;406;99
24625; Person; Human; end of time;2850;Total;866;-;-;-;-;680;124;405
24627; Person; Human; end of time;2851;Iter;1;268;580;6;916;669;911;290
24628; Person; Human; end of time;2851;Average;666;72;518;882;970;897;875;430
24629; Person; Human; end of time;2851;Maximum;41;591;755;211;308;336;148;263
24630; Person; Human; end of time;2851;Std.Dev.;513;603;270;846;809;615;130;4
24631; Person; Human; end of time;2851;Total;418;-;-;-;-;943;789;250
24633; Person; Human; end of time;2852;Iter;1;571;31;279;452;552;274;194
24634; Person; Human; end of time;2852;Average;781;724;32;97;243;219;41;288
24635; Person; Human; end of time;2852;Maximum;29;488;90;450;544;120;998;514
24636; Person; Human; end of time;2852;Std.Dev.;559;96;696;350;283;445;287;572
24637; Person; Human; end of time;2852;Total;628;-;-;-;-;994;310;727
24639; Person; Human; end of time;2853;Iter;1;894;499;813;773;68;572;409
24640; Person; Human; end of time;2853;Average;97;512;231;640;466;785;925;373
24641; Person; Human; end of time;2853;Maximum;441;956;536;829;391;514;789;847
24642; Person; Human; end of time;2853;Std.Dev.;611;274;11;371;453;243;269;787
24643; Person; Human; end of time;2853;Total;137;-;-;-;-;862;426;130
24645; Person; Human; end of time;2854;Iter;1;7;160;889;139;813;715;329
24646; Person; Human; end of time;2854;Average;722;841;792;659;635;828;675;227
24647; Person; Human; end of time;2854;Maximum;843;269;308;387;145;515;888;183
24648; Person; Human; end of time;2854;Std.Dev.;353;803;195;576;884;53;709;966
24649; Person; Human; end of time;2854;Total;274;-;-;-;-;765;62;159
24651; Person; Human; end of time;2855;Iter;1;127;374;778;881;998;794;809
24652; Person; Human; end of time;2855;Average;812;977;561;773;943;2;921;19
24653; Person; Human; end of time;2855;Maximum;397;398;315;849;315;871;899;380
24654; Person; Human; end of time;2855;Std.Dev.;231;783;448;109;729;329;479;355
24655; Person; Human; end of time;2855;Total;602;-;-;-;-;827;427;805
24657; Person; Human; end of time;2856;Iter;1;597;977;525;634;649;38;564
24658; Person; Human; end of time;2856;Iter;2;246;237;789;426;70;258;546
24659; Person; Human; end of time;2856;Average;384;554;221;231;788;694;960;991
24660; Person; Human; end of time;2856;Maximum;336;325;623;614;310;889;956;566
24661; Person; Human; end of time;2856;Std.Dev.;402;110;314;687;278;877;445;206
24662; Person; Human; end of time;2856;Total;816;-;-;-;-;806;737;842
24664; Person; Human; end of time;2857;Iter;1;278;325;846;157;751;66;34
24665; Person; Human; end of time;2857;Iter;2;197;64;416;977;5;5;962
24666; Person; Human; end of time;2857;Iter;3;459;372;917;441;163;835;237
24667; Person; Human; end of time;2857;Iter;4;404;902;814;487;373;483;785
24668; Person; Human; end of time;2857;Iter;5;324;760;799;301;485;305;158
24669; Person; Human; end of time;2857;Average;804;806;140;328;493;582;526;26
24670; Person; Human; end of time;2857;Maximum;140;349;479;172;894;280;869;698
24671; Person; Human; end of time;2857;Std.Dev.;104;983;617;162;655;869;408;633
24672; Person; Human; end of time;2857;Total;829;-;-;-;-;867;619;108
24674; Person; Human; end of time;2858;Iter;1;744;507;644;75;471;855;231
24675; Person; Human; end of time;2858;Iter;2;54;661;86;191;962;544;119
24676; Person; Human; end of time;2858;Iter;3;163;595;232;191;936;980;80
24677; Person; Human; end of time;2858;Average;451;258;888;15;493;113;757;894
24678; Person; Human; end of time;2858;Maximum;36;265;122;169;402;74;54;483
24679; Person; Human; end of time;2858;Std.Dev.;955;550;851;418;499;378;93;684
24680; Person; Human; end of time;2858;Total;67;-;-;-;-;978;265;954
24682; Person; Human; end of time;2859;Iter;1;140;970;125;300;266;560;82
24683; Person; Human; end of time;2859;Iter;2;536;752;983;770;608;831;88
24684; Person; Human; end of time;2859;Average;658;475;865;903;936;576;369;901
24685; Person; Human; end of time;2859;Maximum;415;750;149;636;516;909;823;268
24686; Person; Human; end of time;2859;Std.Dev.;607;903;907;181;59;931;819;793
24687; Person; Human; end of time;2859;Total;438;-;-;-;-;738;14;147
24689; Person; Human; end of time;2860;Iter;1;296;560;893;909;649;210;17
24690; Person; Human; end of time;2860;Iter;2;513;276;905;429;84;976;654
24691; Person; Human; end of time;2860;Iter;3;539;348;922;773;478;483;290
24692; Person; Human; end of time;2860;Average;220;11;698;276;486;336;58;248
24693; Person; Human; end of time;2860;Maximum;448;789;514;415;996;670;561;202
24694; Person; Human; end of time;2860;Std.Dev.;208;474;722;202;378;782;119;871
24695; Person; Human; end of time;2860;Total;792;-;-;-;-;181;92;881
24697; Person; Human; end of time;2861;Iter;1;120;33;6;257;821;619;853
24698; Person; Human; end of time;2861;Average;739;595;336;351;955;445;97;937
24699; Person; Human; end of time;2861;Maximum;455;712;974;375;114;473;446;340
24700; Person; Human; end of time;2861;Std.Dev.;226;488;171;703;617;900;680;902
24701; Person; Human; end of time;2861;Total;284;-;-;-;-;874;297;960
24703; Person; Human; end of time;2862;Iter;1;968;358;504;778;12;28;856
24704; Person; Human; end of time;2862;Average;127;48;889;8;981;663;379;797
24705; Person; Human; end of time;2862;Maximum;510;882;559;92;932;587;83;468
24706; Person; Human; end of time;2862;Std.Dev.;429;344;585;551;39;938;201;273
24707; Person; Human; end of time;2862;Total;368;-;-;-;-;852;982;920
24709; Person; Human; end of time;2863;Iter;1;612;140;587;438;948;16;151
24710; Person; Human; end of time;2863;Iter;2;297;921;879;55;62;537;599
24711; Person; Human; end of time;2863;Iter;3;984;83;920;298;518;915;401
24712; Person; Human; end of time;2863;Iter;4;483;283;934;519;65;267;818
24713; Person; Human; end of time;2863;Iter;5;398;950;571;488;478;33;771
24714; Person; Human; end of time;2863;Iter;6;2;26;999;745;803;405;205
24715; Person; Human; end of time;2863;Average;121;156;849;833;131;990;713;815
24716; Person; Human; end of time;2863;Maximum;222;638;798;188;69;193;425;80
24717; Person; Human; end of time;2863;Std.Dev.;348;933;108;321;200;552;994;82
24718; Person; Human; end of time;2863;Total;359;-;-;-;-;690;191;608
24720; Person; Human; end of time;2864;Iter;1;995;17;823;131;925;778;262
24721; Person; Human; end of time;2864;Average;384;767;312;748;37;810;451;238
24722; Person; Human; end of time;2864;Maximum;605;572;102;78;541;62;559;310
24723; Person; Human; end of time;2864;Std.Dev.;956;836;598;449;878;644;396;605
24724; Person; Human; end of time;2864;Total;910;-;-;-;-;432;127;927
24726; Person; Human; end of time;2865;Iter;1;956;399;461;947;29;19;465
24727; Person; Human; end of time;2865;Average;523;668;654;303;31;139;512;556
24728; Person; Human; end of time;2865;Maximum;750;589;389;613;939;220;771;616
24729; Person; Human; end of time;2865;Std.Dev.;637;618;796;882;914;544;29;138
24730; Person; Human; end of time;2865;Total;255;-;-;-;-;625;436;682
24732; Person; Human; end of time;2866;Iter;1;626;184;836;540;941;557;846
24733; Person; Human; end of time;2866;Average;928;444;15;299;590;743;63;410
24734; Person; Human; end of time;2866;Maximum;529;82;512;908;947;618;697;920
24735; Person; Human; end of time;2866;Std.Dev.;507;279;737;185;966;808;977;501
24736; Person; Human; end of time;2866;Total;128;-;-;-;-;449;421;348
24738; Person; Human; end of time;2867;Iter;1;237;841;583;397;539;160;133
24739; Person; Human; end of time;2867;Iter;2;402;635;836;873;920;815;675
24740; Person; Human; end of time;2867;Iter;3;564;582;334;893;765;660;848
24741; Person; Human; end of time;2867;Iter;4;476;1000;203;688;331;91;525
24742; Person; Human; end of time;2867;Iter;5;206;78;716;595;880;638;675
24743; Person; Human; end of time;2867;Iter;6;255;385;891;641;716;924;700
24744; Person; Human; end of time;2867;Average;165;577;404;277;628;150;727;749
24745; Person; Human; end of time;2867;Maximum;444;720;325;71;22;103;423;684
24746; Person; Human; end of time;2867;Std.Dev.;732;692;181;890;137;305;426;924
